,H,RBI,AVG,OBP,SLG,OPS,ISO,XBH+
1280,160,57,0.271,0.325,0.353,0.678,0.081,0.0659509202453987
1281,103,54,0.215,0.311,0.365,0.677,0.15,-0.0654545454545454
1282,115,51,0.246,0.322,0.408,0.73,0.162,0.0038095238095238
1283,168,54,0.27,0.333,0.338,0.67,0.068,0.1069364161849711
1284,133,47,0.252,0.306,0.332,0.638,0.08,0.0563139931740614
1285,126,72,0.259,0.349,0.456,0.805,0.197,-0.060931899641577
1286,139,48,0.258,0.315,0.38,0.696,0.122,0.0625
1287,150,54,0.253,0.284,0.392,0.676,0.139,-0.0350318471337579
1288,115,41,0.257,0.332,0.397,0.729,0.141,0.0019607843137254
1289,124,47,0.245,0.305,0.367,0.672,0.122,0.1075837742504409
1290,138,87,0.273,0.353,0.425,0.778,0.152,0.0172413793103448
1291,133,41,0.26,0.318,0.346,0.664,0.086,0.0017793594306049
1292,135,47,0.263,0.294,0.366,0.66,0.103,0.0511882998171846
1293,122,71,0.234,0.279,0.387,0.666,0.153,0.0
1294,126,61,0.232,0.268,0.348,0.616,0.116,0.0415224913494809
1295,136,49,0.24,0.286,0.341,0.627,0.101,-0.0210355987055016
1297,212,124,0.359,0.439,0.667,1.106,0.308,0.2437956204379562
1298,190,132,0.33,0.419,0.604,1.023,0.274,0.21976401179941
1299,174,69,0.316,0.39,0.526,0.917,0.211,0.1464566929133858
1300,209,117,0.358,0.458,0.63,1.088,0.271,0.2133712660028449
1301,123,89,0.275,0.385,0.617,1.002,0.342,0.0659133709981167
1302,194,100,0.33,0.394,0.48,0.874,0.15,0.1553544494720965
1303,160,104,0.286,0.382,0.528,0.91,0.242,0.1095890410958904
1304,159,88,0.309,0.385,0.572,0.957,0.263,0.1059829059829059
1305,155,93,0.288,0.412,0.515,0.927,0.227,0.1033434650455927
1306,173,101,0.3,0.409,0.468,0.877,0.168,0.0417266187050359
1307,165,116,0.277,0.338,0.513,0.851,0.235,0.0637329286798179
1308,187,39,0.314,0.381,0.397,0.778,0.082,0.1035502958579881
1309,152,85,0.297,0.369,0.474,0.843,0.176,0.0916955017301038
1310,185,72,0.314,0.372,0.441,0.814,0.127,0.0872894333843797
1311,154,131,0.266,0.385,0.573,0.958,0.306,0.0128939828080229
1312,191,58,0.325,0.399,0.416,0.815,0.09,0.1231231231231231
1313,186,80,0.297,0.347,0.46,0.807,0.163,0.1403762662807525
1314,204,41,0.305,0.361,0.373,0.734,0.067,0.1352074966532797
1315,136,105,0.276,0.35,0.53,0.881,0.254,0.104129263913824
1316,128,38,0.266,0.343,0.384,0.726,0.118,0.0388170055452865
1317,194,61,0.292,0.352,0.443,0.794,0.151,0.1553133514986376
1318,169,106,0.305,0.402,0.517,0.92,0.213,0.125
1319,135,77,0.268,0.38,0.464,0.844,0.196,-0.0332225913621262
1320,142,63,0.289,0.352,0.447,0.799,0.159,0.1732851985559566
1321,176,104,0.304,0.402,0.532,0.934,0.228,0.1487481590574374
1322,146,92,0.271,0.379,0.508,0.888,0.237,0.0373250388802488
1323,168,100,0.278,0.373,0.524,0.897,0.246,0.084045584045584
1324,165,124,0.272,0.379,0.548,0.927,0.276,0.0292479108635097
1325,150,45,0.303,0.366,0.418,0.784,0.115,0.0560578661844484
1326,169,141,0.282,0.343,0.537,0.88,0.255,0.0529500756429652
1327,148,70,0.287,0.363,0.5,0.863,0.213,0.0756013745704467
1328,158,91,0.28,0.357,0.462,0.819,0.182,0.115987460815047
1329,150,93,0.297,0.351,0.509,0.86,0.212,0.0978260869565217
1330,129,79,0.284,0.422,0.476,0.898,0.192,0.0833333333333333
1331,158,65,0.31,0.397,0.47,0.866,0.159,0.1317567567567567
1332,175,58,0.314,0.379,0.443,0.822,0.129,0.0875796178343949
1333,135,68,0.25,0.366,0.414,0.779,0.163,0.0246153846153846
1334,134,80,0.24,0.29,0.424,0.714,0.184,0.0032894736842105
1335,144,95,0.296,0.375,0.538,0.913,0.242,0.0379061371841155
1336,159,81,0.313,0.373,0.453,0.825,0.14,0.0944741532976827
1337,144,103,0.279,0.358,0.553,0.911,0.275,0.030560271646859
1338,135,77,0.256,0.313,0.443,0.756,0.188,0.0051546391752577
1339,148,58,0.286,0.352,0.402,0.755,0.116,0.046712802768166
1340,155,52,0.273,0.335,0.377,0.712,0.104,0.0841269841269841
1341,176,79,0.3,0.322,0.468,0.79,0.169,0.0906148867313915
1342,151,38,0.314,0.366,0.416,0.782,0.102,0.096045197740113
1343,165,62,0.263,0.32,0.387,0.707,0.124,0.0406386066763425
1344,166,62,0.264,0.35,0.412,0.763,0.148,0.0655509065550906
1345,140,58,0.277,0.325,0.41,0.735,0.133,0.0422018348623853
1346,150,76,0.277,0.31,0.461,0.771,0.185,0.0553633217993079
1347,171,85,0.28,0.355,0.46,0.814,0.18,0.0607814761215629
1348,122,59,0.228,0.295,0.409,0.704,0.181,0.0083194675540765
1349,133,81,0.259,0.334,0.391,0.726,0.132,0.0938566552901023
1350,181,89,0.302,0.354,0.512,0.865,0.21,0.1231003039513677
1351,143,62,0.256,0.303,0.353,0.656,0.097,0.0276422764227642
1352,130,69,0.273,0.352,0.429,0.781,0.155,0.0676416819012797
1353,124,67,0.261,0.33,0.45,0.78,0.189,-0.0578358208955223
1354,167,80,0.291,0.35,0.408,0.758,0.117,0.0779014308426073
1355,124,50,0.277,0.351,0.409,0.76,0.132,0.0851485148514851
1356,109,64,0.209,0.309,0.404,0.713,0.195,-0.0484140233722871
1357,103,47,0.229,0.303,0.291,0.594,0.062,-0.0098231827111984
1358,162,94,0.27,0.313,0.446,0.759,0.176,0.0918836140888208
1359,119,34,0.249,0.287,0.338,0.625,0.088,0.0214007782101167
1360,146,71,0.255,0.318,0.396,0.714,0.141,0.0031595576619273
1361,121,47,0.251,0.294,0.354,0.648,0.104,0.0798479087452471
1362,140,40,0.251,0.282,0.315,0.597,0.065,0.0084317032040472
1363,129,37,0.267,0.32,0.378,0.698,0.112,0.0379506641366223
1364,110,39,0.228,0.301,0.333,0.634,0.106,-0.0276243093922651
1366,200,121,0.334,0.388,0.629,1.017,0.294,0.1476407914764079
1367,157,124,0.314,0.409,0.598,1.007,0.284,0.1467116357504216
1368,158,93,0.305,0.436,0.569,1.006,0.264,0.1069767441860465
1369,150,111,0.301,0.418,0.643,1.061,0.341,0.0571895424836601
1370,196,123,0.331,0.415,0.657,1.072,0.326,0.2601156069364161
1371,190,96,0.347,0.469,0.62,1.088,0.272,0.1844802342606149
1372,172,106,0.316,0.45,0.566,1.016,0.25,0.1106259097525473
1373,176,106,0.293,0.361,0.557,0.919,0.265,0.154074074074074
1374,208,76,0.335,0.391,0.495,0.886,0.16,0.181046676096181
1375,173,105,0.301,0.428,0.544,0.971,0.242,0.1122019635343618
1376,151,102,0.266,0.388,0.569,0.956,0.303,-0.0146842878120411
1377,149,91,0.261,0.345,0.488,0.833,0.226,0.0077399380804953
1378,146,67,0.255,0.374,0.498,0.872,0.243,0.0479651162790697
1379,173,94,0.284,0.374,0.475,0.849,0.19,0.1125175808720112
1380,190,73,0.289,0.348,0.455,0.803,0.166,0.1586206896551724
1381,168,72,0.266,0.32,0.452,0.771,0.185,-0.0203784570596797
1382,183,51,0.319,0.399,0.39,0.789,0.071,0.121580547112462
1383,201,59,0.308,0.335,0.459,0.794,0.15,0.1082251082251082
1384,156,107,0.289,0.348,0.531,0.88,0.243,0.1138613861386138
1385,139,105,0.274,0.396,0.581,0.977,0.307,0.0388349514563106
1386,175,85,0.293,0.365,0.505,0.87,0.212,0.1222056631892697
1387,221,49,0.326,0.374,0.407,0.781,0.081,0.1363636363636363
1388,114,76,0.231,0.319,0.479,0.798,0.247,-0.0106761565836298
1389,174,103,0.318,0.373,0.578,0.951,0.26,0.1749174917491749
1390,152,89,0.266,0.377,0.465,0.842,0.199,0.0456553755522827
1391,155,77,0.291,0.363,0.458,0.821,0.167,0.0729684908789386
1392,193,62,0.288,0.33,0.381,0.71,0.093,0.0892857142857142
1393,185,99,0.324,0.381,0.534,0.915,0.21,0.2132701421800948
1394,117,96,0.248,0.362,0.485,0.847,0.237,0.0423280423280423
1395,138,67,0.267,0.362,0.424,0.786,0.157,-0.0134003350083752
1396,132,65,0.273,0.349,0.446,0.795,0.174,0.0415162454873646
1397,164,47,0.291,0.373,0.348,0.72,0.057,0.0677966101694915
1398,153,110,0.283,0.356,0.559,0.916,0.276,0.0676567656765676
1399,133,65,0.282,0.364,0.484,0.848,0.202,0.1623616236162361
1400,152,67,0.27,0.364,0.394,0.758,0.124,0.0306748466257668
1401,168,98,0.278,0.356,0.504,0.86,0.226,0.0494186046511627
1402,157,59,0.279,0.344,0.414,0.758,0.135,0.1186708860759493
1403,170,38,0.307,0.349,0.385,0.735,0.078,0.1006600660066006
1404,145,76,0.314,0.378,0.45,0.828,0.136,0.0676982591876208
1405,140,28,0.277,0.375,0.368,0.743,0.091,0.0304054054054054
1406,158,131,0.271,0.332,0.535,0.867,0.264,0.0941358024691358
1407,158,105,0.289,0.368,0.492,0.859,0.203,0.0240770465489566
1408,163,93,0.264,0.325,0.473,0.798,0.209,0.0073421439060205
1409,177,112,0.294,0.366,0.512,0.879,0.219,0.0262773722627737
1410,121,80,0.253,0.332,0.517,0.849,0.264,-0.0148423005565862
1411,131,65,0.287,0.337,0.489,0.826,0.202,0.0889328063241106
1412,174,87,0.301,0.385,0.478,0.863,0.178,0.0374251497005988
1413,157,86,0.266,0.352,0.459,0.811,0.193,0.052160953800298
1414,156,47,0.298,0.348,0.365,0.713,0.067,0.0921985815602836
1415,150,55,0.298,0.345,0.441,0.786,0.143,0.1315315315315315
1416,115,84,0.257,0.365,0.455,0.821,0.199,-0.0430711610486891
1417,168,72,0.287,0.327,0.401,0.728,0.114,0.0825545171339563
1418,156,39,0.244,0.313,0.364,0.677,0.12,0.0364656381486676
1419,139,84,0.276,0.305,0.485,0.79,0.209,0.0847457627118644
1420,119,55,0.26,0.326,0.367,0.693,0.107,0.0587084148727984
1421,146,83,0.28,0.34,0.432,0.772,0.152,0.0466321243523316
1422,137,53,0.285,0.343,0.407,0.75,0.123,0.0469924812030075
1423,129,61,0.271,0.335,0.447,0.783,0.176,0.0718336483931947
1424,119,62,0.256,0.353,0.412,0.765,0.155,0.0201096892138939
1425,150,77,0.289,0.35,0.407,0.757,0.118,0.1111111111111111
1426,178,63,0.281,0.337,0.469,0.806,0.188,0.11
1427,114,23,0.241,0.33,0.315,0.645,0.074,-0.0054446460980036
1428,121,75,0.246,0.319,0.42,0.739,0.173,-0.0072072072072072
1429,160,54,0.279,0.338,0.397,0.735,0.118,0.0276073619631901
1430,148,82,0.264,0.354,0.499,0.853,0.235,-0.0046583850931677
1431,130,79,0.232,0.27,0.419,0.689,0.187,-0.005008347245409
1432,153,51,0.28,0.31,0.374,0.684,0.093,0.0757314974182444
1433,174,80,0.31,0.348,0.464,0.812,0.155,0.1208609271523178
1434,139,34,0.277,0.318,0.371,0.688,0.094,0.1023765996343692
1435,121,54,0.266,0.362,0.444,0.806,0.178,0.0189393939393939
1436,128,77,0.272,0.319,0.41,0.729,0.138,0.1156862745098039
1437,125,44,0.272,0.331,0.396,0.727,0.124,0.0176817288801571
1438,157,90,0.279,0.323,0.45,0.773,0.171,0.0742574257425742
1439,154,65,0.286,0.332,0.401,0.733,0.115,0.063573883161512
1440,153,47,0.293,0.329,0.368,0.697,0.075,0.0812720848056537
1441,146,110,0.241,0.272,0.455,0.728,0.215,0.0953846153846153
1442,148,49,0.262,0.301,0.363,0.665,0.101,0.0636215334420881
1443,154,128,0.263,0.347,0.575,0.922,0.312,0.0907738095238095
1445,158,105,0.291,0.376,0.54,0.915,0.249,0.090764331210191
1446,199,107,0.335,0.418,0.662,1.08,0.327,0.1591895803183791
1447,149,101,0.283,0.388,0.557,0.945,0.274,0.0576923076923076
1448,123,89,0.263,0.385,0.533,0.918,0.27,0.0282186948853615
1449,164,83,0.301,0.423,0.483,0.905,0.182,0.1320474777448071
1450,176,102,0.306,0.388,0.523,0.912,0.217,0.0852359208523592
1451,183,101,0.306,0.402,0.559,0.961,0.254,0.0707213578500707
1452,168,63,0.291,0.365,0.461,0.826,0.17,0.091743119266055
1453,198,116,0.323,0.385,0.561,0.947,0.238,0.0861313868613138
1454,157,86,0.292,0.375,0.513,0.888,0.221,0.0275080906148867
1455,169,85,0.291,0.352,0.486,0.838,0.195,0.074074074074074
1456,175,58,0.284,0.348,0.429,0.777,0.144,0.1103047895500725
1457,131,74,0.289,0.408,0.479,0.887,0.19,0.0585009140767824
1458,163,79,0.32,0.445,0.534,0.979,0.214,0.1261980830670926
1459,155,72,0.308,0.359,0.553,0.911,0.245,0.1084990958408679
1460,196,54,0.29,0.338,0.431,0.77,0.142,0.1434426229508196
1461,168,102,0.286,0.405,0.474,0.879,0.189,0.0445062586926286
1462,132,30,0.301,0.391,0.374,0.765,0.073,0.1145038167938931
1463,150,98,0.273,0.358,0.505,0.863,0.233,0.0718849840255591
1464,156,76,0.283,0.338,0.479,0.817,0.196,0.0605564648117839
1465,160,105,0.289,0.377,0.512,0.889,0.222,0.1255886970172684
1466,146,62,0.291,0.342,0.495,0.837,0.204,0.0512820512820512
1467,157,115,0.301,0.399,0.582,0.981,0.28,0.060064935064935
1468,134,101,0.247,0.387,0.54,0.927,0.293,0.0238450074515648
1469,158,117,0.281,0.389,0.504,0.892,0.222,-0.0328849028400597
1470,139,97,0.258,0.363,0.522,0.885,0.264,0.0
1471,148,92,0.301,0.369,0.576,0.946,0.275,0.1027027027027027
1472,140,92,0.302,0.358,0.568,0.926,0.266,0.1442687747035573
1473,183,53,0.306,0.372,0.426,0.798,0.12,0.1246290801186943
1474,144,62,0.29,0.356,0.429,0.785,0.139,0.0946428571428571
1475,155,59,0.294,0.334,0.407,0.741,0.114,0.0426287744227353
1476,148,42,0.256,0.35,0.375,0.726,0.119,0.0940298507462686
1477,137,82,0.293,0.411,0.524,0.934,0.231,0.111504424778761
1478,156,69,0.264,0.325,0.468,0.792,0.203,0.1090629800307219
1479,147,87,0.307,0.361,0.505,0.866,0.198,0.0741444866920152
1480,157,79,0.271,0.366,0.459,0.825,0.188,0.0907738095238095
1481,185,61,0.294,0.363,0.395,0.758,0.102,0.1220196353436185
1482,140,57,0.248,0.351,0.405,0.756,0.158,-0.0166414523449319
1483,148,72,0.276,0.367,0.449,0.816,0.173,0.0578778135048231
1484,155,78,0.266,0.33,0.414,0.744,0.148,0.06
1485,154,45,0.271,0.341,0.35,0.691,0.079,0.0660522273425499
1486,172,29,0.291,0.325,0.341,0.666,0.051,-0.0015748031496062
1487,136,54,0.248,0.29,0.364,0.654,0.117,-0.0084033613445378
1488,126,58,0.272,0.337,0.389,0.726,0.117,-0.01953125
1489,149,89,0.287,0.347,0.426,0.773,0.139,0.0610820244328097
1490,142,81,0.25,0.295,0.422,0.717,0.172,0.0341463414634146
1491,151,52,0.257,0.299,0.363,0.662,0.106,0.0641627543035993
1492,164,114,0.265,0.324,0.487,0.811,0.222,0.1031976744186046
1493,190,58,0.273,0.3,0.386,0.687,0.114,0.0941336971350614
1494,181,47,0.276,0.326,0.354,0.68,0.078,0.1182197496522948
1495,145,76,0.287,0.349,0.447,0.795,0.16,0.0017761989342806
1496,110,58,0.248,0.358,0.418,0.775,0.169,0.0365384615384615
1497,156,87,0.258,0.322,0.435,0.757,0.177,0.0476900149031296
1498,165,58,0.312,0.371,0.423,0.795,0.112,0.1158432708688245
1499,166,73,0.286,0.355,0.477,0.832,0.191,0.0838414634146341
1500,138,78,0.267,0.316,0.499,0.815,0.232,0.0427807486631016
1501,125,66,0.253,0.319,0.403,0.722,0.15,0.0364298724954462
1502,157,54,0.274,0.298,0.383,0.681,0.108,0.090311986863711
1503,138,61,0.248,0.31,0.361,0.671,0.113,0.0421393841166936
1504,141,44,0.27,0.32,0.351,0.67,0.08,-0.0209424083769633
1505,118,58,0.236,0.298,0.36,0.658,0.124,0.0770609318996415
1506,177,137,0.331,0.431,0.671,1.102,0.34,0.2397476340694006
1507,140,116,0.275,0.388,0.594,0.982,0.32,0.1750405186385737
1508,203,102,0.309,0.379,0.527,0.906,0.219,0.10148849797023
1509,195,114,0.339,0.43,0.568,0.998,0.229,0.1213017751479289
1510,169,136,0.315,0.42,0.621,1.041,0.306,0.0975232198142414
1511,148,129,0.262,0.363,0.531,0.894,0.269,0.0747384155455904
1513,194,81,0.3,0.354,0.487,0.841,0.187,0.1522048364153627
1514,154,95,0.296,0.369,0.518,0.887,0.223,0.1616161616161616
1515,198,120,0.329,0.409,0.556,0.965,0.228,0.1712230215827338
1516,179,95,0.277,0.351,0.56,0.911,0.283,0.0659340659340659
1517,163,109,0.286,0.396,0.532,0.928,0.246,0.0174165457184325
1518,145,85,0.27,0.345,0.553,0.899,0.283,0.0279605263157894
1519,145,77,0.29,0.428,0.52,0.948,0.23,0.1114649681528662
1520,181,116,0.311,0.381,0.531,0.912,0.22,0.0816944024205748
1521,200,85,0.344,0.378,0.473,0.851,0.129,0.1487341772151898
1522,148,83,0.268,0.355,0.482,0.837,0.214,0.0173501577287066
1523,185,59,0.292,0.353,0.48,0.833,0.188,0.0928571428571428
1524,191,83,0.277,0.334,0.478,0.811,0.2,0.1662269129287599
1525,140,100,0.283,0.393,0.498,0.891,0.215,0.0639730639730639
1526,172,90,0.282,0.339,0.48,0.818,0.198,0.0614934114202049
1527,176,110,0.287,0.351,0.471,0.822,0.184,0.0498533724340175
1528,196,63,0.3,0.369,0.445,0.814,0.145,0.0964673913043478
1529,123,27,0.271,0.363,0.399,0.762,0.128,0.017208413001912
1530,173,119,0.291,0.352,0.561,0.912,0.269,0.1666666666666666
1531,146,93,0.293,0.36,0.538,0.898,0.245,0.1459459459459459
1532,175,70,0.293,0.361,0.436,0.797,0.144,0.0995542347696879
1533,196,114,0.326,0.387,0.586,0.973,0.261,0.1394302848575712
1534,171,58,0.295,0.361,0.389,0.749,0.093,0.1107738998482549
1535,147,30,0.278,0.333,0.338,0.672,0.06,0.0340715502555366
1536,146,44,0.293,0.36,0.393,0.752,0.1,0.091710758377425
1537,204,40,0.292,0.33,0.388,0.717,0.096,0.1293333333333333
1538,159,83,0.263,0.374,0.397,0.771,0.134,0.1101813110181311
1539,173,82,0.304,0.362,0.5,0.862,0.196,0.0522979397781299
1540,150,79,0.267,0.313,0.482,0.795,0.215,0.099009900990099
1541,139,114,0.265,0.361,0.548,0.909,0.282,0.0631067961165048
1542,135,62,0.297,0.365,0.444,0.809,0.147,0.0905511811023622
1543,146,84,0.293,0.383,0.515,0.898,0.222,0.008695652173913
1544,139,36,0.3,0.377,0.404,0.781,0.104,0.095505617977528
1545,163,49,0.318,0.355,0.428,0.783,0.109,0.1578947368421052
1546,151,58,0.28,0.318,0.423,0.741,0.143,0.0674740484429065
1547,140,90,0.285,0.354,0.561,0.915,0.276,0.0574506283662477
1548,123,59,0.239,0.29,0.352,0.642,0.113,0.0371024734982332
1549,132,51,0.289,0.389,0.436,0.826,0.147,0.1150278293135436
1550,142,93,0.303,0.367,0.505,0.872,0.203,0.2007648183556405
1551,165,81,0.302,0.404,0.476,0.88,0.174,0.1386748844375963
1552,139,74,0.277,0.356,0.496,0.852,0.219,0.0157068062827225
1553,166,67,0.287,0.354,0.454,0.809,0.168,0.103076923076923
1554,168,80,0.281,0.343,0.451,0.794,0.169,0.0347432024169184
1555,150,56,0.262,0.324,0.396,0.721,0.134,0.1086614173228346
1556,119,95,0.258,0.388,0.502,0.89,0.245,0.0052910052910052
1557,131,92,0.234,0.365,0.49,0.855,0.257,-0.0453879941434846
1558,147,98,0.244,0.281,0.428,0.709,0.184,0.0388198757763975
1559,146,23,0.292,0.35,0.344,0.694,0.052,0.0869565217391304
1560,152,81,0.285,0.334,0.499,0.833,0.214,0.0276816608996539
1561,148,75,0.276,0.324,0.427,0.751,0.151,0.0391822827938671
1562,131,70,0.271,0.357,0.434,0.791,0.163,-0.0414414414414414
1563,141,41,0.301,0.36,0.403,0.763,0.102,0.1283524904214559
1564,144,60,0.262,0.341,0.387,0.729,0.125,0.0431309904153354
1565,159,73,0.271,0.352,0.444,0.795,0.172,0.155688622754491
1566,135,62,0.246,0.306,0.422,0.727,0.175,0.0807248764415156
1567,154,81,0.271,0.347,0.483,0.831,0.213,0.0324074074074074
1568,169,103,0.26,0.293,0.449,0.742,0.189,0.0145772594752186
1569,155,79,0.278,0.317,0.443,0.76,0.165,0.0618729096989966
1570,141,79,0.291,0.368,0.441,0.809,0.151,0.079136690647482
1571,148,35,0.273,0.316,0.37,0.686,0.098,0.069023569023569
1572,123,77,0.262,0.325,0.473,0.798,0.211,0.0134615384615384
1573,134,47,0.289,0.348,0.395,0.744,0.106,0.0743639921722113
1574,105,56,0.22,0.264,0.335,0.598,0.115,0.0411214953271028
1575,131,65,0.253,0.299,0.382,0.682,0.129,-0.0088967971530249
1576,131,41,0.245,0.271,0.339,0.61,0.094,-0.0472027972027972
1577,196,107,0.325,0.416,0.546,0.963,0.222,0.0998593530239099
1578,185,103,0.327,0.429,0.568,0.997,0.241,0.1649484536082474
1579,176,103,0.332,0.41,0.566,0.976,0.234,0.1468189233278956
1580,173,102,0.337,0.425,0.604,1.029,0.267,0.18
1581,216,137,0.34,0.405,0.607,1.012,0.267,0.1206171107994389
1582,173,70,0.299,0.337,0.56,0.897,0.261,0.0761750405186385
1584,191,57,0.28,0.354,0.421,0.775,0.141,0.1320261437908496
1585,158,87,0.293,0.374,0.469,0.843,0.176,0.0838709677419354
1586,189,89,0.309,0.374,0.515,0.889,0.206,0.0847953216374269
1587,212,81,0.332,0.386,0.562,0.948,0.23,0.160056657223796
1588,177,99,0.291,0.359,0.479,0.838,0.189,0.0527859237536656
1589,153,112,0.276,0.353,0.525,0.878,0.249,0.080188679245283
1590,188,119,0.32,0.401,0.565,0.965,0.245,0.0558823529411764
1591,157,101,0.31,0.366,0.549,0.915,0.239,0.1272401433691756
1592,165,119,0.288,0.395,0.618,1.013,0.33,0.1101321585903083
1593,174,91,0.266,0.33,0.458,0.788,0.191,0.0637119113573407
1594,187,94,0.288,0.331,0.485,0.816,0.197,0.0854700854700854
1595,178,91,0.32,0.434,0.494,0.928,0.174,0.1070381231671554
1596,149,81,0.295,0.353,0.539,0.892,0.244,0.0936395759717314
1597,164,57,0.332,0.39,0.47,0.86,0.138,0.0976058931860036
1598,164,80,0.277,0.323,0.463,0.786,0.186,0.1144200626959247
1599,179,83,0.286,0.353,0.46,0.813,0.174,0.0915593705293276
1600,144,68,0.276,0.375,0.457,0.831,0.18,0.0427631578947368
1601,156,74,0.266,0.355,0.411,0.765,0.145,0.0445103857566765
1602,180,82,0.317,0.4,0.513,0.913,0.196,0.0661538461538461
1603,188,105,0.293,0.338,0.444,0.782,0.151,0.0201149425287356
1604,127,94,0.222,0.311,0.413,0.724,0.191,0.0
1605,142,136,0.268,0.392,0.584,0.976,0.316,-0.0493827160493827
1606,96,36,0.235,0.374,0.433,0.807,0.198,0.0276679841897233
1607,138,106,0.264,0.386,0.554,0.94,0.289,0.0079113924050632
1608,182,100,0.282,0.347,0.502,0.849,0.22,0.0555555555555555
1609,183,81,0.304,0.343,0.442,0.784,0.138,0.0888208269525268
1610,156,102,0.278,0.386,0.51,0.896,0.232,0.0449101796407185
1611,149,79,0.302,0.375,0.5,0.875,0.198,0.1316725978647686
1612,128,70,0.272,0.349,0.464,0.813,0.191,0.0169811320754716
1613,128,46,0.281,0.347,0.423,0.77,0.143,0.1058823529411764
1614,155,97,0.254,0.291,0.468,0.759,0.214,0.0531107738998482
1615,190,119,0.303,0.354,0.528,0.882,0.225,0.152080344332855
1616,152,63,0.294,0.376,0.441,0.817,0.147,0.0482529118136439
1617,147,72,0.293,0.371,0.42,0.792,0.127,0.0209059233449477
1618,141,56,0.296,0.35,0.44,0.791,0.145,0.119626168224299
1619,155,88,0.245,0.326,0.479,0.805,0.234,0.0398351648351648
1620,178,65,0.3,0.353,0.445,0.798,0.145,0.0689127105666156
1621,196,41,0.293,0.331,0.353,0.685,0.06,0.1248285322359396
1622,148,58,0.29,0.332,0.427,0.759,0.137,0.0574506283662477
1623,141,72,0.253,0.29,0.418,0.708,0.165,0.0694915254237288
1624,133,74,0.275,0.329,0.457,0.786,0.182,0.0243445692883895
1625,182,111,0.301,0.367,0.486,0.853,0.185,0.0701754385964912
1626,126,51,0.246,0.305,0.316,0.621,0.07,0.0539130434782608
1627,153,88,0.272,0.345,0.458,0.803,0.187,0.0047468354430379
1628,138,78,0.242,0.328,0.431,0.759,0.189,-0.0184331797235023
1629,138,89,0.265,0.364,0.463,0.827,0.198,0.0165562913907284
1630,127,64,0.284,0.35,0.452,0.802,0.168,0.0571992110453648
1631,115,63,0.254,0.315,0.425,0.74,0.17,-0.0397614314115308
1632,150,116,0.291,0.387,0.539,0.926,0.248,0.0148514851485148
1633,121,97,0.256,0.4,0.502,0.902,0.246,0.0217391304347826
1634,136,92,0.27,0.32,0.452,0.772,0.183,0.0597826086956521
1635,157,47,0.27,0.333,0.355,0.687,0.084,0.0808709175738724
1636,145,76,0.289,0.356,0.438,0.794,0.149,0.0392857142857142
1637,147,74,0.32,0.378,0.491,0.869,0.172,0.0688976377952756
1638,131,51,0.271,0.361,0.416,0.777,0.145,0.0960144927536231
1639,137,81,0.276,0.298,0.433,0.731,0.157,0.04642166344294
1640,143,45,0.266,0.326,0.346,0.672,0.08,0.1088777219430485
1641,135,68,0.237,0.295,0.467,0.763,0.23,0.0128205128205128
1642,132,41,0.287,0.352,0.372,0.724,0.085,0.0782778864970645
1643,135,63,0.254,0.339,0.414,0.753,0.16,0.0439739413680781
1644,129,68,0.278,0.359,0.433,0.793,0.155,0.1026615969581749
1645,139,87,0.258,0.333,0.448,0.781,0.19,0.0115321252059308
1646,148,50,0.245,0.308,0.352,0.659,0.106,0.0014903129657228
1647,146,93,0.277,0.372,0.496,0.869,0.22,0.0545746388443017
1648,129,60,0.238,0.313,0.37,0.683,0.133,0.0064620355411954
1649,130,50,0.251,0.285,0.381,0.666,0.13,0.0
1650,133,84,0.247,0.327,0.418,0.746,0.171,-0.02442996742671
1651,101,71,0.218,0.295,0.343,0.638,0.125,0.0284090909090909
1653,153,87,0.301,0.373,0.523,0.896,0.222,0.1221640488656195
1654,177,104,0.292,0.38,0.535,0.915,0.244,0.123055162659123
1655,155,69,0.28,0.385,0.396,0.781,0.116,0.0646153846153846
1656,173,106,0.312,0.42,0.567,0.986,0.255,0.1278195488721804
1657,177,67,0.301,0.4,0.54,0.94,0.239,0.1067821067821067
1658,172,112,0.284,0.376,0.5,0.876,0.216,0.1303116147308781
1659,160,75,0.364,0.47,0.574,1.044,0.21,0.1273408239700374
1660,189,124,0.302,0.39,0.534,0.924,0.232,0.1005434782608695
1661,173,88,0.321,0.409,0.538,0.947,0.217,0.1091492776886035
1662,204,68,0.297,0.358,0.475,0.833,0.179,0.1349934469200524
1663,161,113,0.299,0.375,0.591,0.966,0.292,0.0615883306320907
1664,183,64,0.306,0.363,0.426,0.79,0.12,0.0689655172413793
1665,154,59,0.277,0.349,0.437,0.786,0.16,0.1264
1666,147,99,0.27,0.372,0.483,0.856,0.213,0.0408163265306122
1667,160,111,0.289,0.38,0.518,0.898,0.229,0.1162790697674418
1668,174,106,0.285,0.335,0.553,0.888,0.268,0.0693815987933635
1669,167,58,0.293,0.352,0.447,0.799,0.154,0.1355661881977671
1670,138,92,0.26,0.36,0.514,0.874,0.254,-0.0064620355411954
1671,144,87,0.285,0.376,0.481,0.857,0.196,0.0860033726812816
1672,171,63,0.306,0.398,0.456,0.854,0.15,0.1301684532924961
1673,161,74,0.283,0.343,0.478,0.821,0.195,0.0620031796502384
1674,108,70,0.243,0.331,0.477,0.809,0.234,-0.0413385826771653
